post_id,label,target,text,prefix,suffix
25436838_gab,hatespeech,Arab,i like to call them paleo stains because all arabs are like a stain from the paleolithic era,i like to call them paleo stains because all,arabs are like a stain from the paleolithic era
25446854_gab,hatespeech,Jewish,<user> good morning you lying kike piece of shit we know about you and your jew run nyc website how funny is it that the dailystorner is run from the same city the bolshevik revolution was run from these kikes really love that place <user> ‍ is coming motherfuckers,<user> good morning you lying kike piece of shit we know about you and your jew run nyc website how funny is it that,the dailystorner is run from the same city the bolshevik revolution was run from these kikes really love that place <user> ‍ is coming motherfuckers
25451740_gab,hatespeech,Islam,support israel antifa does support israel they did not do <number> <number> we promise support israel jews do not start wars goyim fight and die in support jews they do not flood europe with muzzies support jews they do not push homosexual perversion ever that ant semitic,support israel antifa does support israel they did not do <number> <number> we promise support israel jews do not start wars goyim fight,and die in support jews they do not flood europe with muzzies support jews they do not push homosexual perversion ever that ant semitic
25459079_gab,hatespeech,African,i am sure there are some ghetto niggers here in the us that are full retard many can not even construct the simplest of sentences just nigger babble,i am sure there are some ghetto niggers here in the us that are,full retard many can not even construct the simplest of sentences just nigger babble
25460998_gab,hatespeech,Jewish,u genetic jews will not b genociding white adults and our white babies for much longer that what i predict anyway u filthy kikes bruce kenneway,u genetic jews will not b genociding white adults and our white babies,for much longer that what i predict anyway u filthy kikes bruce kenneway
25463534_gab,hatespeech,Jewish,and you are a typical kike using typical kike logic that shit do not fly no more hoss the goyim know,and you are a typical kike using typical kike logic,that shit do not fly no more hoss the goyim know
25475998_gab,hatespeech,African,we wuz jesus too tariq racist retarded nigger nasheed,we wuz jesus too,tariq racist retarded nigger nasheed
25487754_gab,hatespeech,Other,yep and he meets that satanic fruit every week how retarded and gutless is this man,yep and he meets that satanic fruit every,week how retarded and gutless is this man
25498594_gab,hatespeech,Arab,also no raghead women work they just breed inbreeds and claim benefits they offer nothing to the west absolutely nothing of value or workwise,also no raghead women work they just breed inbreeds and claim benefits,they offer nothing to the west absolutely nothing of value or workwise
25514474_gab,hatespeech,Jewish,this seems like the seed of a great compromise we will slaughter the jews here you muslims and arabs slaughter the jews in the middle east get out of the us and europe and in exchange we will allow you to live in peace in a jew free middle east,this seems like the seed of a great compromise we will slaughter the jews here you muslims and arabs slaughter the jews in the middle,east get out of the us and europe and in exchange we will allow you to live in peace in a jew free middle east
25516280_gab,hatespeech,African,and i loveez dee poontang djd i beez buyin dat snatch on 4 th st fo <number> an <number> fo sum haid dat beez nigger poon do ya wan what poona gonna beez runnin ya <number> an dat beez wit a rubba,and i loveez dee poontang djd i beez buyin dat snatch on 4 th st fo <number> an <number> fo sum,haid dat beez nigger poon do ya wan what poona gonna beez runnin ya <number> an dat beez wit a rubba
25524231_gab,hatespeech,Women,if this soy trend continues women are going to need ai penises capable of producing sperm with aryan dna as much as mgtow men are wishing for ai wombs,if this soy trend continues women are going to need ai penises capable of,producing sperm with aryan dna as much as mgtow men are wishing for ai wombs
25524437_gab,hatespeech,Homosexual,others just want it to be more faggot friendly towards the trannies,others just want it to be,more faggot friendly towards the trannies
25537078_gab,hatespeech,African,as long as its niggers killing niggers who cares,as long as its,niggers killing niggers who cares
25545019_gab,hatespeech,Islam,another fucking muslim lie death to any muslim who goes near a white woman,another fucking muslim lie death to any,muslim who goes near a white woman
25551077_gab,hatespeech,Arab,implies female sand niggers are hot ignores the bin bag they wear to hide their hideousness,implies female sand niggers are hot ignores the,bin bag they wear to hide their hideousness
25554014_gab,hatespeech,Arab,i want to know why we are sending our young men women to these sand nigger countries to be killed why we are spending billions over there and letting them come here to destroy us,i want to know why we are sending our young men women to these sand nigger countries,to be killed why we are spending billions over there and letting them come here to destroy us
25555215_gab,hatespeech,Jewish,that passage from the holy torah shows how preoccupied with feces and menstrual blood the jews are if there were nazis and poison gas canisters around back then they would be obsessing on those things as well,that passage from the holy torah shows how preoccupied with feces and menstrual blood the jews are if,there were nazis and poison gas canisters around back then they would be obsessing on those things as well
25559889_gab,hatespeech,Homosexual,i understand nazi faggot code you are calling it quits but we both knew you would fag out lol,i understand nazi faggot code you are calling it,quits but we both knew you would fag out lol
25586372_gab,hatespeech,African,it so they can not run away when you chase them with a baseball bat lmao they trip on their pants they wonder why they end up in the slammer they look like retarded jerk offs,it so they can not run away when you chase them with a baseball bat lmao they trip,on their pants they wonder why they end up in the slammer they look like retarded jerk offs
25598833_gab,hatespeech,Jewish,i am much higher time preference on this issue i do not want to pave a road i want to remove the jews from power to stop this deconstructionist anti white morass of misery they have forced on our communities,i am much higher time preference on this issue i do not want to pave a road i want to,remove the jews from power to stop this deconstructionist anti white morass of misery they have forced on our communities
25606249_gab,hatespeech,Jewish,there is a total onslaught against white nations worldwide and israel is a old age retirement village for barbaric khazar kikes it has become a refugees state for pedophiles do not believe me truth fears no investigation,there is a total onslaught against white nations worldwide and israel is a old age retirement village for,barbaric khazar kikes it has become a refugees state for pedophiles do not believe me truth fears no investigation
25606574_gab,hatespeech,Arab,all those sand niggers demonstrating on gaza just crying out for napalm,all those sand niggers demonstrating on,gaza just crying out for napalm
25706209_gab,hatespeech,African,i bet he wears a belt niggers are like retarded retards hopefully this white one will get the actual niggers to boycott america and leave it,i bet he wears a belt niggers are like retarded retards hopefully this,white one will get the actual niggers to boycott america and leave it
25712835_gab,hatespeech,African,notice how slumdogharry mudwhoremarkle now do the inner city ghetto gigs marriage is pr so royals can stay in power when blacks become a majority they hope meanwhile they are happy to sacrifice us brits for diversity,notice how slumdogharry mudwhoremarkle now do the inner city ghetto gigs marriage is pr so royals can stay,in power when blacks become a majority they hope meanwhile they are happy to sacrifice us brits for diversity
25725675_gab,hatespeech,Arab,wow haha those sand niggers i d love to see em wiped totally out of existance they are absolutely worthless and bring nothing to the western table,wow haha those sand niggers i d love to see em wiped totally,out of existance they are absolutely worthless and bring nothing to the western table
25745607_gab,hatespeech,Islam,we had a fun time on <number> <number> one year with pam geller and geert wilders speaking against building a muzzie mosque in the area the english defence league even showed up,we had a fun time on <number> <number> one year with pam geller and geert wilders,speaking against building a muzzie mosque in the area the english defence league even showed up
25746109_gab,hatespeech,Arab,i support sellner but let me just say white taqiyya sounds like the gayest thing ever and it will never work why are we emulating a sandnigger cult,i support sellner but let me just say white taqiyya sounds like the gayest,thing ever and it will never work why are we emulating a sandnigger cult
25754066_gab,hatespeech,Jewish,hey fellow white man never trust the jews,hey fellow white man,never trust the jews
25762135_gab,hatespeech,Arab,anyone that stepped foot on desert soil and fought those sand niggers please tell me does it make you sick to see them taking over america,anyone that stepped foot on desert soil and fought those sand niggers please,tell me does it make you sick to see them taking over america
25768014_gab,hatespeech,None,you really really really <user> do not like indians every fucking day you just post ugly indian women nonstop we fucking get it indians are ugly like omg stfu with these ugly fucking indians,you really really really <user> do not like indians every fucking day you just post ugly indian,women nonstop we fucking get it indians are ugly like omg stfu with these ugly fucking indians
25777407_gab,hatespeech,Jewish,degenerate jews hate white people jews,degenerate jews hate,white people jews
25778815_gab,hatespeech,African,they were niglet babies i am not saying it is not awful but it pretty much normal behavior for ghetto monkeys,they were niglet babies i am not saying it is,not awful but it pretty much normal behavior for ghetto monkeys
25788932_gab,hatespeech,Arab,the sand niggers get fucking annihilated but i see your point we just have to make their opposition to us not worth the trouble,the sand niggers get fucking annihilated but i see your point we,just have to make their opposition to us not worth the trouble
25810769_gab,hatespeech,African,whites and asians breeding with blacks is dysgenic take a look at brazil,whites and asians breeding with blacks,is dysgenic take a look at brazil
25815685_gab,hatespeech,Islam,if she truly was a moslem woman she would have cut off the tranny head,if she truly was a moslem woman,she would have cut off the tranny head
25823825_gab,hatespeech,African,the best way to solve the nigger problem is to take a piece of land force the niggers onto the land build a wall around it and call the country niggerdom within one year the niggers would have killed each other off,the best way to solve the nigger problem is to take a piece of land force the niggers onto the land,build a wall around it and call the country niggerdom within one year the niggers would have killed each other off
25833850_gab,hatespeech,Jewish,converting jews to jesus doctrine is not the solution converting jews to mulch is solutions that solve from teamwhite,converting jews to jesus doctrine is not the solution,converting jews to mulch is solutions that solve from teamwhite
25837971_gab,hatespeech,Jewish,kikes are from poland not only are you demoralized but you are retarded as well,kikes are from poland not only are,you demoralized but you are retarded as well
25849726_gab,hatespeech,Jewish,once you realize those super gay shows like big bang theory have jews as the main cast they become funny for a completely different reason than they are intended to be they are funny because that how jew men look like faggot pussies,once you realize those super gay shows like big bang theory have jews as the main cast they become funny for,a completely different reason than they are intended to be they are funny because that how jew men look like faggot pussies
25855215_gab,hatespeech,Islam,nazi assholes <number> good republican <number> joke antifa hezbollah sandniggers10 little bitch mellenial <number> stupid democrats that just veiw cause scard <number> lmfao stupid dems open there mouths <number> only few have balls lmfao,nazi assholes <number> good republican <number> joke antifa hezbollah sandniggers10 little bitch mellenial <number> stupid democrats that,just veiw cause scard <number> lmfao stupid dems open there mouths <number> only few have balls lmfao
25856411_gab,hatespeech,Arab,who gives a fuck about the sand nigger palestinians if they wanted peace there would be peace if isreal wanted war the palestinians would be dead wake the fuck up berry,who gives a fuck about the sand nigger palestinians if they wanted peace there would,be peace if isreal wanted war the palestinians would be dead wake the fuck up berry
25867889_gab,hatespeech,Islam,well ramadan and it is not a moslem inbreed now there a novelty,well ramadan and it is not,a moslem inbreed now there a novelty
25886736_gab,hatespeech,Women,yes and the feminists never want to hear it they want to continue feeding off their own bs of being strong independent women who do not need no man a woman can not raise a man rarely if ever does it happen,yes and the feminists never want to hear it they want to continue feeding off their own bs of being strong,independent women who do not need no man a woman can not raise a man rarely if ever does it happen
25888564_gab,hatespeech,Islam,muhammad was a faggot like you muhammad is protected by the state that you worship because saudi arabia buys out politicians now go suck muslim dick,muhammad was a faggot like you muhammad is protected by the state that,you worship because saudi arabia buys out politicians now go suck muslim dick
25918854_gab,hatespeech,African,she a nigger fucking slut retart,she a nigger,fucking slut retart
25936882_gab,hatespeech,African,oh this is so disgusting a nigger and a faggot get a prominent place in the ceremony,oh this is so disgusting a nigger and,a faggot get a prominent place in the ceremony
25941139_gab,hatespeech,African,but do not worry if you can not remember your recent negro president you americans have now got a negro princess of your own to replace him in your hearts,but do not worry if you can not remember your recent negro president you americans,have now got a negro princess of your own to replace him in your hearts
25945236_gab,hatespeech,Islam,there can be no world peace until the last muslim has been removed from the earth,there can be no world peace until the,last muslim has been removed from the earth
25982807_gab,hatespeech,Homosexual,those faggots have always been better than us,those faggots have always,been better than us
26004134_gab,hatespeech,Homosexual,wow you just admitted to wanting the homo sex eww the trolls on gab are retarded as hell maybe as technology improves so will the faggotry jeff mute this nigga mute,wow you just admitted to wanting the homo sex eww the trolls on gab are,retarded as hell maybe as technology improves so will the faggotry jeff mute this nigga mute
26009905_gab,hatespeech,Islam,antifa faggots are nothing but lactating manginas who will attack a woman when there are no men around to defend her just like the inbred low iq retarded muslims they both deserve the same punishment,antifa faggots are nothing but lactating manginas who will attack a woman when there are no men,around to defend her just like the inbred low iq retarded muslims they both deserve the same punishment
26029046_gab,hatespeech,Arab,my dna showed im <number> god aka white male you on other hand need to do dna check you seem to have mental issues and mental issues only in sand niggers yids and niggers so which are you rolf,my dna showed im <number> god aka white male you on other hand need to do dna check you,seem to have mental issues and mental issues only in sand niggers yids and niggers so which are you rolf
26030631_gab,hatespeech,Jewish,nope disgusted muted keep your kike smut to yourself,nope disgusted muted keep,your kike smut to yourself
26059860_gab,hatespeech,Islam,<user> ‍ i agree the catholic church loves their muzzie infiltration at any cost they give and give and give to the sand niggers at the cost of white catholics shame on them,<user> ‍ i agree the catholic church loves their muzzie infiltration at any cost they give,and give and give to the sand niggers at the cost of white catholics shame on them
26065100_gab,hatespeech,African,you are an idiot slavery is not a big deal it was common for most of human history get over it lying about it in some retarded attempt to blame the jews is just stupid,you are an idiot slavery is not a big deal it was common for most of human,history get over it lying about it in some retarded attempt to blame the jews is just stupid
26084648_gab,hatespeech,African,i have been stoned and drunk enough to call white cops niggers but i have never been drunk enough to fuck a nigger,i have been stoned and drunk enough to call white cops,niggers but i have never been drunk enough to fuck a nigger
26089002_gab,hatespeech,African,no do not lie these shithole are great places for niggers and spics and arabs to live they all will be happy together without wypipo,no do not lie these shithole are great places for niggers and,spics and arabs to live they all will be happy together without wypipo
26229247_gab,hatespeech,African,if my son or daughter ever turned out to be a pedophile an antifa or a gun grabber i would disown them instantly i do not ever want a wannabe kike or nigger for a son or daughter ever,if my son or daughter ever turned out to be a pedophile an antifa or a gun grabber i,would disown them instantly i do not ever want a wannabe kike or nigger for a son or daughter ever
26237918_gab,hatespeech,Women,ghetto corner whore do you know your trailer is whiter than you rolf,ghetto corner whore do you know,your trailer is whiter than you rolf
26245401_gab,hatespeech,African,it muh dickism and biketheftism rolled into one if you think about it it peak negro if niggers could do magic they would of course use their powers to steal shit,it muh dickism and biketheftism rolled into one if you think about it it peak,negro if niggers could do magic they would of course use their powers to steal shit
26245831_gab,hatespeech,African,the refusees are nignogs not arabs usually,the refusees are,nignogs not arabs usually
26251820_gab,hatespeech,African,note how all the blacks africans wetbacks goatfuckers and queers want to endlessly bitch and cry about how oppressed they are in our white supremacist countries but they never want to leave why is that i wonder showthemthedoor deportthemall,note how all the blacks africans wetbacks goatfuckers and queers want to endlessly bitch and cry about how oppressed,they are in our white supremacist countries but they never want to leave why is that i wonder showthemthedoor deportthemall
26256291_gab,hatespeech,Islam,we must secure their rights not to be gang raped by muslime trash,we must secure their rights not,to be gang raped by muslime trash
26263487_gab,hatespeech,African,the constant sticking point here is in order to discuss large groups of people we have to deal in averages not individuals there are plenty of smart blacks obviously but there are way more dumb blacks than there are dumb white people or east asians,the constant sticking point here is in order to discuss large groups of people we have to deal in averages not individuals,there are plenty of smart blacks obviously but there are way more dumb blacks than there are dumb white people or east asians
26284145_gab,hatespeech,Jewish,the sephardics never whitewashed themselves they are true brownie jew arabs,the sephardics never whitewashed themselves,they are true brownie jew arabs
26289462_gab,hatespeech,Arab,abortions for niggers jews arabs spics gooks should not be a right it should be a law white women should never have an abortion because it takes up valuable resources for people of colour if you are a white women and you have an abortion you should be labeled a racist <user> ‍,abortions for niggers jews arabs spics gooks should not be a right it should be a law white women should never have an abortion because it,takes up valuable resources for people of colour if you are a white women and you have an abortion you should be labeled a racist <user> ‍
26297406_gab,hatespeech,African,i support aborting shitskin babies and not white babies,i support aborting shitskin,babies and not white babies
26302336_gab,hatespeech,Homosexual,who are u faggot why are u in my group running ur mouth like i give a shit oh wait random boomer oh shit lol how did u wander into my group u drooling retard,who are u faggot why are u in my group running ur mouth like i give a,shit oh wait random boomer oh shit lol how did u wander into my group u drooling retard
26307664_gab,hatespeech,Islam,are caucasians crazy just hand over countries even continents to muzzles to terrorists murderers rapists pedophiles homophobes sadists who pretend to be religious who hang gays stone adulterers lash women who have been raped,are caucasians crazy just hand over countries even continents to muzzles to terrorists murderers rapists pedophiles homophobes,sadists who pretend to be religious who hang gays stone adulterers lash women who have been raped
26308300_gab,hatespeech,Islam,when scrolling through uk newspaper headlines it becomes terribly obvious that uk is a cold hearted degenerate shithole it is no wonder that children are raped by muslim gangs for decades while most turn their backs,when scrolling through uk newspaper headlines it becomes terribly obvious that uk is a cold hearted degenerate shithole,it is no wonder that children are raped by muslim gangs for decades while most turn their backs
26327600_gab,hatespeech,Islam,<number> months he got he was on a suspended sentence they have sentenced him to death our prisons are full off moslim extremist,<number> months he got he was on a suspended sentence they,have sentenced him to death our prisons are full off moslim extremist
26330676_gab,hatespeech,Other,mark zuckerberg aka mark cuckerborg is an emotionally retarded cyborg lizard alien who walks oddly talks oddly smiles oddly and is a catastrophic virus on humanity thank you for your time,mark zuckerberg aka mark cuckerborg is an emotionally retarded cyborg lizard alien who walks oddly,talks oddly smiles oddly and is a catastrophic virus on humanity thank you for your time
26335597_gab,hatespeech,Islam,tommyrobinson tommyarrested free tommy tommy is innocent its the f****ng <censored> muslim paedophiles that are guilty,tommyrobinson tommyarrested free tommy tommy is innocent its,the f****ng <censored> muslim paedophiles that are guilty
26371189_gab,hatespeech,Islam,will not stand with a sand nigger muslim,will not stand with,a sand nigger muslim
26425802_gab,hatespeech,African,lol tell ur based mulatto grandson i said hi faggot,lol tell ur based mulatto,grandson i said hi faggot
26425867_gab,hatespeech,Jewish,long story short whites are dying out because jews convinced us to kill ourselves to atone for the holocaust,long story short whites are dying out because jews,convinced us to kill ourselves to atone for the holocaust
26428662_gab,hatespeech,Arab,who the f is this sand nigger dissing judge jeanine pirro,who the f is this,sand nigger dissing judge jeanine pirro
26451280_gab,hatespeech,Jewish,watched tommysotomayor on jewtube yet he is superb telling it about the sheboons and the chicongo tribes killing more of each other this weekend for sure watch chicongo news by monday night,watched tommysotomayor on jewtube yet he is superb telling it about the sheboons and the chicongo,tribes killing more of each other this weekend for sure watch chicongo news by monday night
26470030_gab,hatespeech,Jewish,tommy robinson might do some good things when it comes to dealing with muslim rapists and child predators but his support of zionism and being a jew convert is cancerous anyone associated with him is a potential zionist shill imo,tommy robinson might do some good things when it comes to dealing with muslim rapists and child predators but his,support of zionism and being a jew convert is cancerous anyone associated with him is a potential zionist shill imo
26475804_gab,hatespeech,Other,so i can not do research on a topic kiddo is that what you are saying are you saying the internet does not exist scientific journals do not exist you are a retard on the level of trig palin timmy kill yourself,so i can not do research on a topic kiddo is that what you are saying are you saying the internet,does not exist scientific journals do not exist you are a retard on the level of trig palin timmy kill yourself
26496402_gab,hatespeech,Islam,myanmar kicked rohinhya muslims out it is the only answer possible to these raping violent incestious pedophile sadistic retarded terrorists,myanmar kicked rohinhya muslims out it is the only answer,possible to these raping violent incestious pedophile sadistic retarded terrorists
26496557_gab,hatespeech,Women,rant the nasty blackheaded bitch is ruining fox n friends on memorial day she belongs on shepsmith show not f f,rant the nasty blackheaded bitch is ruining fox n friends,on memorial day she belongs on shepsmith show not f f
26500434_gab,hatespeech,Women,traddad realizing that white women are corrupted is important knowing they are the only route to a white population is the next step figuring out how to un whore them and rebuild patriarchy is the result of these realizations if you are not considering this you are too nihilist for our movement,traddad realizing that white women are corrupted is important knowing they are the only route to a white population is the next step figuring out how,to un whore them and rebuild patriarchy is the result of these realizations if you are not considering this you are too nihilist for our movement
26510414_gab,hatespeech,Arab,i think we are past the negotiation phase it time to issue an ultimatum all sand niggers and kikes out of america or get executed an invader,i think we are past the negotiation phase it time to issue an,ultimatum all sand niggers and kikes out of america or get executed an invader
26516753_gab,hatespeech,Refugee,illegal immigrants are stronger together deport mom and her spawn by dawn,illegal immigrants are stronger together deport,mom and her spawn by dawn
26522154_gab,hatespeech,African,nigger jokes are more played out than groyper avis keep using it it has no effect meanwhile all you do is whine and bitch way to save the west bitching on gab my dude,nigger jokes are more played out than groyper avis keep using it it has no effect meanwhile,all you do is whine and bitch way to save the west bitching on gab my dude
26571387_gab,hatespeech,African,too white what utter utter fucking bullshit maybe it is because the blacks are too dumb to ride and asians feel they cannot kill with a cycle the only time you see a black on a bike is when he has just stolen it,too white what utter utter fucking bullshit maybe it is because the blacks are too dumb to ride and asians feel they,cannot kill with a cycle the only time you see a black on a bike is when he has just stolen it
26600445_gab,hatespeech,Arab,what do you all suppose the likelihood is that the judge is a sandnigger grooming gang customer who rapes little girls or boys,what do you all suppose the likelihood is that the judge,is a sandnigger grooming gang customer who rapes little girls or boys
26602751_gab,hatespeech,African,god hates niggers,god,hates niggers
26615325_gab,hatespeech,Islam,come together as humans means join the african and muslim rapists talk about a dog whistle,come together as humans means join the african,and muslim rapists talk about a dog whistle
26619153_gab,hatespeech,Jewish,arab refugees the jews are fucking arabs,arab refugees the,jews are fucking arabs
26646364_gab,hatespeech,Jewish,when jew judges jail for speech while letting white girls be raped learn from those who successfully resist jews,when jew judges jail for speech while letting white,girls be raped learn from those who successfully resist jews
26656707_gab,hatespeech,Arab,this time it does not you add nothing to white lands now that we hire skin tone over skill in our health care industry death by doctor is the leading cause of death thanks shit skins you are a disgusting race of people and have no place around whites none at all,this time it does not you add nothing to white lands now that we hire skin tone over skill in our health care industry death by,doctor is the leading cause of death thanks shit skins you are a disgusting race of people and have no place around whites none at all
26740383_gab,hatespeech,African,no one is asking for an all white world either <number> billion shitskins and under a billion whites does not make an all white world a black world let see oh yeah africa what a shithole,no one is asking for an all white world either <number> billion shitskins and under a billion whites,does not make an all white world a black world let see oh yeah africa what a shithole
26743162_gab,hatespeech,Jewish,its about time blacks realised the <number> women who started blm were jew women jews will use you all destroy your families to keep jews on top,its about time blacks realised the <number> women who started blm were jew,women jews will use you all destroy your families to keep jews on top
26756324_gab,hatespeech,Islam,had fun watching a mudslime goatfucker getting rolled this morning trying to steal alcohol from the supermarket,had fun watching a mudslime goatfucker getting rolled,this morning trying to steal alcohol from the supermarket
26761066_gab,hatespeech,Islam,allowing muslim rape jihadis to drive western women around in cars is a recipie for disaster see halifax,allowing muslim rape jihadis to drive western women around,in cars is a recipie for disaster see halifax
26791498_gab,hatespeech,Homosexual,😂 oooh oh i have my entry i call it dead fucking nazis dangling from nooses you nazi faggots like gaystapo,😂 oooh oh i have my entry i call it,dead fucking nazis dangling from nooses you nazi faggots like gaystapo
26792866_gab,hatespeech,Arab,in addition to banning the burka the need to ban the sand niggers that wear them,in addition to banning the burka the need,to ban the sand niggers that wear them
26804838_gab,hatespeech,Jewish,kinda sad your life is over enjoy getting fucked in the ass by your precious jews faggot hahaha,kinda sad your life is over enjoy getting fucked,in the ass by your precious jews faggot hahaha
26806929_gab,hatespeech,Arab,agreed i am so tired of politicians acting like we cant ban it fuck them when they stop bombing our buildings killing our soilders raping our women begging us <number> save them from each other then we can talk,agreed i am so tired of politicians acting like we cant ban it fuck them when they stop bombing,our buildings killing our soilders raping our women begging us <number> save them from each other then we can talk
26827207_gab,hatespeech,Jewish,im not going to join that gay ass jew hate club ya fag now go find a kackrat and stroke it all better,im not going to join that gay ass jew hate club,ya fag now go find a kackrat and stroke it all better
2683978_gab,hatespeech,Islam,aw the people who worshipped the muslim marxist for <number> years voted for the spiritcooking muslimbrotherhood saudisharia russia reset whore sparemetheoutrage maga speakfreely gabfam,aw the people who worshipped the muslim marxist for <number> years voted,for the spiritcooking muslimbrotherhood saudisharia russia reset whore sparemetheoutrage maga speakfreely gabfam
26841176_gab,hatespeech,Islam,correction please share sunday june <number> one <number> pm freetommyrobinson demonstration embassy of the united kingdom washington d.c. <number> massachusetts avenue nw the anti freespeech sentence of <number> months is a deathsentence for tommyrobinson who most certainly will be killed by muslim inmates freetommy,correction please share sunday june <number> one <number> pm freetommyrobinson demonstration embassy of the united kingdom washington d.c. <number> massachusetts avenue nw,the anti freespeech sentence of <number> months is a deathsentence for tommyrobinson who most certainly will be killed by muslim inmates freetommy
26842382_gab,hatespeech,Jewish,round up the jews,round up,the jews
26852395_gab,hatespeech,Jewish,yes the jews did it,yes the,jews did it
26860294_gab,hatespeech,African,daily reminder that i hate niggers jews moslems but what i hate more than anything else are anti white white people,daily reminder that i hate niggers jews moslems but what,i hate more than anything else are anti white white people
26884911_gab,hatespeech,African,some nigger rapper or 0 prah or some niggerball player will give them a huge payoff over this 🙄,some nigger rapper or 0 prah or some niggerball,player will give them a huge payoff over this 🙄
26885241_gab,hatespeech,Islam,as well as to promote islam and confuse christian values anyone not helping muslim refugees is not a good christian although they believe in the antichrist and christ was just a man,as well as to promote islam and confuse christian values anyone not helping muslim refugees is,not a good christian although they believe in the antichrist and christ was just a man
26886280_gab,hatespeech,Arab,the abrahamics are the enemies of animals we arayans are the friends filthy muslims 3 rd nation degenerate sand niggers,the abrahamics are the enemies of animals we arayans are,the friends filthy muslims 3 rd nation degenerate sand niggers
26904293_gab,hatespeech,Refugee,faith goldy alt lite anti illegal rapefugee march on the gaybec jew york border actually ended with a chinaman singing the cucknadian national anthem ffs the absolute state of clown world,faith goldy alt lite anti illegal rapefugee march on the gaybec jew york border actually,ended with a chinaman singing the cucknadian national anthem ffs the absolute state of clown world
26919306_gab,hatespeech,Homosexual,funny how smart people can make retarded faggots look even more retarded fuckbees stbhwn,funny how smart people can make retarded,faggots look even more retarded fuckbees stbhwn
26954318_gab,hatespeech,Homosexual,idk gpaw if we have to suffer the presence of shitskins i d much rather they were raised by a bunch of faggots than by the animals that birthed them or god forbid these disgusting white christian cucks ya know,idk gpaw if we have to suffer the presence of shitskins i d much rather they were raised by a,bunch of faggots than by the animals that birthed them or god forbid these disgusting white christian cucks ya know
26964751_gab,hatespeech,Jewish,lol we got another israel firsting faggot i bet you d like a kike rape your <number> year old daughter to prove you are not anti semitic would not you,lol we got another israel firsting faggot i bet you d like a kike rape,your <number> year old daughter to prove you are not anti semitic would not you
26985222_gab,hatespeech,Homosexual,lmfao yeah it was just a matter of time it will soon be a competition of overweight tattooed feminist lesbians with colored hair and excessive piercings the winner will be the one that virtue signals the hardest and is deemed most oppressed by straight white men,lmfao yeah it was just a matter of time it will soon be a competition of overweight tattooed feminist lesbians with colored hair,and excessive piercings the winner will be the one that virtue signals the hardest and is deemed most oppressed by straight white men
26989362_gab,hatespeech,Jewish,imagine actually thinking semites were more intelligent than whites or asians hahahahahaahahaha,imagine actually thinking semites were more,intelligent than whites or asians hahahahahaahahaha
26989966_gab,hatespeech,Jewish,the aut kike was always just a jewish controlled opposition scheme far right ultra nationalist dissident right white nationalist all better choices for a label national socialists definitely are not alt right theres a line between those who kvetch about purity spiraling support zionism faggotry civic nationalism and those who dont,the aut kike was always just a jewish controlled opposition scheme far right ultra nationalist dissident right white nationalist all better choices for a label,national socialists definitely are not alt right theres a line between those who kvetch about purity spiraling support zionism faggotry civic nationalism and those who dont
27000580_gab,hatespeech,Islam,make america peaceful again clean the muzzie filth from our society,make america peaceful again clean,the muzzie filth from our society
27008964_gab,hatespeech,Jewish,do not vote for any candidate with a jew spic sand nigger or gook last name or one who is a nigger period,do not vote for any candidate with a jew spic sand,nigger or gook last name or one who is a nigger period
27015423_gab,hatespeech,African,lack of direction infighting we should shoot the niggers then the jews then moslems no we should shoot the jews then niggers than moslems no we should shoot the jews then wetbacks than moslems then nigs no we should shoot moslems then jews then nigs then wetbacks then moslem,lack of direction infighting we should shoot the niggers then the jews then moslems no we should shoot the jews then niggers than moslems,no we should shoot the jews then wetbacks than moslems then nigs no we should shoot moslems then jews then nigs then wetbacks then moslem
27019172_gab,hatespeech,Women,my heart is saying kill them all light this bitch up,my heart is saying kill,them all light this bitch up
27048020_gab,hatespeech,Arab,arabs no ones fault but theirs apologies to led zeppelin fucking arabsliars always some to blame but themselves israel,arabs no ones fault but theirs apologies to led,zeppelin fucking arabsliars always some to blame but themselves israel
27057892_gab,hatespeech,Islam,i will never ever fight in any war for the benifit of islam or muslims i will not spill my blood for people that want to kill me and my way of life i dont care who there fighting or where or why,i will never ever fight in any war for the benifit of islam or muslims i will not spill my blood,for people that want to kill me and my way of life i dont care who there fighting or where or why
27063457_gab,hatespeech,Islam,my mum watches emmerdale current storyline yorkshire woman raped as a girl kept captive and used as a prostitute you know yorkshire ie rotherham leeds etc the perp in this show a white copper fascistleftlies islam muslimpaedophiles,my mum watches emmerdale current storyline yorkshire woman raped as a girl kept captive and used as a,prostitute you know yorkshire ie rotherham leeds etc the perp in this show a white copper fascistleftlies islam muslimpaedophiles
27072762_gab,hatespeech,Arab,grandpa fought the nazis so cops social workers could pretend to not see sandniggers raping little white girls,grandpa fought the nazis so cops social workers could,pretend to not see sandniggers raping little white girls
27083067_gab,hatespeech,Homosexual,were you saying something i took out the trash you are next tomorrow nazi faggot nite lol,were you saying something i took out the,trash you are next tomorrow nazi faggot nite lol
27107089_gab,hatespeech,African,niggers dindu and do not do nuffin these apes are beyond just obsolete farm equipment oh and this don lemon monkey is a faggot too <user>,niggers dindu and do not do nuffin these apes are beyond just obsolete,farm equipment oh and this don lemon monkey is a faggot too <user>
