ID	target	implied_statement
933205425838636928	Immigrants	Immigrants are savages
GAB_16255	Muslims	Muslims should be killed.
938479881909932032	Immigrants	Immigrants are dumb
922595282017312768	Immigrants	Immigrants should be deported
908507039038689280	immigrants	immigrants should be deported even if they make contributions to society
924706100724805632	immigrants	immigrants are not worth protection as they are lazy and incapable
836063685692932096	immigrants	immigrants promote 3rd world standards and corrupt our children
876714808468361216	Islamic people	Islamic people follow a blind religion aimed to control them
825910010546753408	Immigrants	Immigrants should be banned from migrating as they are associated with ISIS
905592343977496320	Immigrants	Immigrants are profiteers of resources and must be expelled
938150620208553984	Black folks	Black folks look bad.
825146720573079552	White people. As the person addresses is white.	"The stereotype is White people are privileged, moreover the correct term is ""White Privilege"""
763000764901957632	Immigrants	Immigrants are like infestations
934990443531583360	Muslims	Muslims are savages
901887137389436800	Black folks	Black people are addicted to drugs
844582294950170624	Asian folks	Asian people are annoying
350291433808347136	immigrants	immigrants are not worth amnesty and should be kicked out
906581372407615360	Immigrants	Immigrants should be deported
938414901328072832	immigrants	immigrants aren't worth basic rights unless they prove themselves to their betters
836035397792718720	Immigrants	Immigrants should be deported
540558059257757696	Immigrants	Immigrants should be deported
GAB_15273	Right Wing	Right wing are killer.
742936470000930816	immigrants	immigrants should be banned from entering the country
925790673202167808	immigrants	immigrants are incapable of fitting into society as they are undeveloped peoples
908142525562720128	Black folks	Black people are stupid
824742873711071232	Latino folks	Latino people are dangerous
859083270662893440	Immigrants	Immigrants should be deported
GAB_8871	Mexican folks	Mexicans are murderers of journalists
904249622851227520	Black folks	Black people are ignorant
946530913239699328	Immigrants	Immigrants are bad for the country
832097448025788416	Immigrants	Immigrants are imbeciles
899791330678902912	Immigrants	Immigrants are unproductive and survive on welfare
842160242066612224	Immigrants	Immigrants should be deported
788373943308681216	Immigrants	Immigrants are bad
636217595415302144	Immigrants	Immigrants are idiots
900423964903735296	Immigrants	Immigrants should be deported
775401984954404864	immigrants	Immigrants steal our wealth.
923322393833230336	Black folks	Blacks have criminal tendencies
808757552045522944	Immigrants	Immigrants are ungrateful because taxpayers fund their lives
909970112429539200	Mexicans	Mexicans are an invasive people that should be kept out
744367678597496832	muslims	Muslims do not deserve to hold high-ranking positions.
798264570838011904	Hillary Clinton	Hillary should not be appointed
906955629788631040	immigrants	immigrants are a hostile force that should be fought against
763753409451360128	Muslims	Muslims don't assimilate
GAB_19300	Brown and white people	Brown and white people are scum who need to be removed to promote a peaceful society
921773358471036800	Muslims	Muslims should be kept out of the country.
900944341257944960	Immigrants	Immigrants are savages and intolerant
900088557133606912	women	women are not fearless
928821692906065920	Mentally ill people	Mentally ill people are violent
460241787257233408	White people	Not really a stereotype
742385714717822848	White people	White people ruin countries
743973533642981248	Immigrants	Immigrants should be out US
281399445726298080	Black Folks	Implying white people that have kids with black people are trash people.
736277780141346816	No specific group	This person may get harmed if they continue what made this person angry.
908104065565028480	White people	White people try to adapt other culture
921394160090824832	Illegal immigrants	Illegal immigrants are stealing jobs
589187962006409216	muslims	muslims are abusing women
842052157335560320	Immigrants	Immigrants are savages
914564633251508224	Immigrants	Immigrants should be hanged
876849981273112448	Immigrants	Immigrants are smelly and have to be abused
916719988966416384	Immigrants	Immigrants should be deported
360139894368124864	black folks	black folks should not have access to education
888533739567017984	LGBT people, specially transsexuals.	Implying Trans people are not from the sex they identify of.
943840376368062464	immigrants	immigrants should be deported
926155524361609216	Immigrants	Immigrants should be deported
754317982965301120	black folks	Black folks are dumb
784674878066679808	Jews	Jews are zionists
928830408204091392	Immigrants	"Implying that immigrants come from ""third world"" countries."
282225143927959552	Black people	Black people are devoid of meaning and culture
810592547680768000	Muslims	Muslims are violent
GAB_25563	Jews	Jews should be killed
643384978483625984	Middle east people	middle east people are bad for the world.
909186516496166656	Immigrants	Immigrants should be deported
859425578558074880	Immigrants	Immigrants should be deported
853730637081186304	Immigrants	Immigrants should be deported
825931514722603008	Muslims, liberals, protesters	Protesters will get deported
913247839660130432	Immigrants	Immigrants should be deported
832561092555571200	Latino folks	Latino people are stupid
356239503477850112	black folks	Black folks don't deserve to be helped.
737337506610315264	Immigrants	Implying immigrants are illegal.
888848150408167424	Muslims	Muslims are dangerous
762027254100656128	Illegal immigrants, muslims	Illegal immigrants are killers who bring drugs and violence into the country.
844580238835142528	Immigrants	immigrants must be abused
853984883949150208	Indians	Indians make the world around them worse
775846417143398400	Immigrants	Immigrants be kept outside U.S
GAB_8267	Muslims	Muslims are brake social norms
942795196261167232	Illegal Immigrants	Illegal Immigrants should be kept out of the usa.
529153356824985600	Liberals	Liberals are retard
932678655297376128	Immigrants	Immigrants should be deported
738525712370401280	Immigrants	Immigrants should be imprisoned
913812173230616320	Immigrants	Immigrants should be deported
826211234269843328	No specific group	See above
684396938691784704	anti-nationals	Anti-nationals are a blight on the nation that should be killed
862150451919286272	women who get abortions	if you have an abortion you are killing a baby
831984846356496384	Immigrants	Immigrants are useless
672148452550266880	Refugees immigrants	Implying refugees are coward people running away from their country.
845624780531232640	transgeners	transgeners are filth and strange
915658894353059840	Immigrants	Immigrants are ugly
939370495832572032	Illegal immigrants	should be deported.
887763869908705280	Immigrants	immigrants are opportunists who take advantage of marriage to be legalized
876183030888628224	Criminals	Criminals should be deported.
624542202325172224	Black folks	Black people are monkeys
741015323504152576	Immigrants	People with special abilities to get H1-B visas don't deserve it. Pure eugenics.
946388558004310016	Illegal immigrants	Illegal immigrants are useless
946594834130796544	immigrants	All immigrants should be deported.
903823361742163968	Immigrants	Immigrants should be deported
872515714447441920	Female politicians	Female politicians are crooked
853346243254288384	Immigrants	Immigrants are like animals
309766385804914688	No specific group	See above
787017731409260544	Immigrants	Immigrants have to be deported
846151090894749696	Illegal immigrants	Illegal immigrants are poor
921582181335498880	Gay people	Gay people like anal
763119635373883520	Muslims	Muslims are decadent
910894776425369600	LGBQTI	have sad lives.
GAB_20448	a woman	a woman should be killed
899053962011299840	immigrants	immigrants don't deserve the ability to drive or perform basic tasks, let alone stay in the counrty
900827895509249920	vandals	Vandals should be killed for their actions
942862680913776640	Immigrants	Immigrants should die
915434064341032832	Black folks	Black people are stupid
837835363003449344	Immigrants	Immigrants are criminals
853301340122095616	Muslims	Muslims should die
838914779716730880	Illegal immigrants	Illegal immigrants are from the third world
900826268987400192	No specific group	See above
744512436233969664	Immigrants	Immigrants have iq less than 90
474693513247195136	Illegal immigrants	Illegals are destroying the country
848291240496025600	Muslims	Muslims are stupid
929838545958731520	Black folks	Comparing black people with animals
865186299568951296	Religious people	Religious people are indoctrinating us
696123198618910720	Immigrants	Immigrants should be hated and should have no assistance from any conference
851540391312732160	Not specified	the group is killing each others.
811479055375568896	OBESE PEOPLE	OBESE PEOPLE ARE FILTHY
909766115856875520	IMMIGRANTS	IMMIGRANTS ARE DEGENERATES
843256328638234624	Immigrants	Immigrants have to be deported
913395429173276672	Illegal immigrants	Illegal immigrants bring crime to cities
939022309926375424	Poor people	Poor people are weak
924290717912100864	immigrants	immigrants are a threat to the U.S.
GAB_20943	Immigrants	Immigrants have to die nuked
486337386901553216	Immigrants	Immigrants have to be send back to their countries
939997877564248064	MUSLIMS	MUSLIMS ARE CORRUPT
GAB_17269	Immigrants	Immigrants have to be hanged
929924353352810496	immigrants	immigrants and even their children are a shitty influence on society
634264850928001024	Muslims	Muslims believe in a fake God.
865966046825533440	Immigrants	Immigrants are criminals
853644999870873600	White folks	Racial pride is pathetic
936702143494533120	Immigrants	Immigrants are illegal and should receive less treatment than nationals
928671596562169728	Muslims	Muslims are causing mass immigration.
881166874033127424	Latin Americans	Latin Americans are violent
641011483229360128	Muslims	Muslims are backward and unfit for the modern world
903776133300277120	Police	Police are pigs and kill people.
782616055495598080	Immigrants	Immigrants are savages
914697071864795136	Illegal immigrants	Illegal immigrants take advantage of our generosity
GAB_9876	Muslims	Muslims are faggots
752627914818990080	immigrants	immigrants should be shipped back to their own countries
826289380998410240	Muslims	Muslims should be deported
690074291149340672	INDIANS	INDIANS BREED LIKE INSECTS
827218719709360128	Muslims	Muslims are building an army to implement Islam in the US
829204331488493440	Gingers	Gingers have AIDS
816890443111632896	Immigrants	Immigrants should be beaten
GAB_10837	Immigrants	Immigrants are subversive
929218435636117632	Immigrants	Immigrants must be deported
943634656561434624	Black folks	Black people are stupid
911801831214296960	Immigrants	Immigrants should be imprisoned
601751110135652352	Not specified	the group is always coming back after a rejection.
847125900541931520	Immigrants	Immigrants take advantage of tax payers
839494413269233664	Immigrants	Immigrants are all baghead
746005314433015808	Immigrants	Immigrants are a profiteering people
852932734112735232	Immigrants	Immigrants should be treated like worms in europe
891160437747838848	Immigrants	Immigrants should be imprisoned
909120019287519232	Black folks	Blacks are not equal and should not be citizens
859839481154863104	Antifas	Antifas are scum and should be purged
925075027770327040	Women	Women are weak
879698703115792384	Mexican immigrants	Immigrants are lazy
936405147428700032	immigrants	"implying that immigrants have a negative impact on ""native"" people's lifes."
893284628412411904	Immigrants	Immigrants are lazy
910625338585006080	Immigrants	Immigrants should be deported
946207613041201280	Immigrants	Immigrants take too much welfare
172504649021136896	Immigrants	Immigrants should be deported
922963782153928832	Immigrants	Immigrants should be deported
916465298118791168	Immigrants	Immigrants should be deported
668859250047909888	Nationalist	Nationalist slaughter cows.
722113537221476352	Black folks	Black people should not reproduce
888403733616312320	Immigrants	Immigrants should be deported
658370378415239168	Immigrants	Immigrants are destructive
877775772374663040	muslims	Muslims are idiots.
531916025387053056	immigrants	IMMIGRANTS SHOULD BE SHOT.
943239661152899072	Immigrants	Immigrants are criminals
870703686053314560	Immigrants	Immigrants are like animals
723239897037967360	Trans people	Trans woman is the same as a man wearing a dress
885633840747827200	MUSLIM	MUSLIMS ARE ASSOCIATED WITH MONSTERS
699491730467508224	Immigrants	Immigrants should be killed
673259889909739520	Immigrants	Immigrants are rapists
897643332972760960	Immigrants	Immigrants should be killed
879439967386193920	Immigrants	Immigrants should die
772585958969516032	Immigrants	Immigrants should be deported
658381255554170880	Immigrants	Immigrants break the law
422771452643799040	Immigrants	Immigrants are invasive
846984681241427840	Black folks	Black people are ignorant
842054435580870528	Immigrants	Immigrants are destructive
945076510448373632	Christians	Christians' Christmas is offensive and oppressive
917577564461264896	Africans	Africans are incompetent
906789654745186432	LIBERALS	LIBERALS HAVE A DISORDER
874302805103738880	Muslims	Muslims live under a natural animalized order
812759787846987648	Muslims	Muslims are ignorant
816351487840415744	Immigrants	Immigrants are a disease
GAB_4147	Muslims	Muslims are violent
943489122114646016	IMMIGRANTS	IMMIGRANTS SHOULD BE DEPORTED
819268147408752640	Muslims	Muslims are terrorists
729050337898864640	Black folks	Blacks must stay away from us
848569743883808640	Muslims	Muslims should not be given opportunities
244167466111094784	Immigrants	Immigrants should be deported
941772906681524224	Immigrants	Immigrants must be deported
259335173986979840	Black people	Black people are not evolved
850375225782828928	Immigrants	Immigrants should be deported
286957125295554560	Black folks	Black people are invasive
920980897570152320	illegal immigrants	Illegal immigrants are using taxpayer money for their advantage.
934916167503831040	Immigrants	Immigrants are lazy
931593236149358592	White people	White people like trump.
946863208509341568	Immigrants	Immigrants threaten the country
830238127184834560	Muslims	Muslims should be deported
871563732564004864	Immigrants	Immigrants are wild
854147325199036416	Immigrants	Immigrants should be deported
575793884103634880	Obama	Obama is stupid.
824013440343740416	Immigrants	Immigrants are bad and deserve to have their pets taken away
908392627430551680	Immigrants	Immigrants should be deported
861332725134892928	Black folks	Black people are uncivilized
721219006456201216	Muslims	Muslims are animals
639206286874267648	Black people	Black people are violent
842968879546609664	Muslims	Muslims are not civilized
847155007723991040	Muslims	Muslims are poor
935323977827921920	Immigrants	Immigrants should be deported
938802264231305216	white males in interracial couples	white males in interracial couples are sexual failures
895618231511248896	Immigrants	Immigrants should be deported.
914865735515635456	Autist	Autist act weird.
806657676805570560	Immigrants.	Immigrants must be thrown out of the country.
910389539306377216	Muslims	Muslims are evil
78483280034402304	immigrants	immigrants should be fought against
944745973351247872	Not specified	the group are not evolving.
595945781435195392	Trans people	Trans people are mentally ill
786243131003981824	Immigrants	Immigrants should be deported
874986523124539520	Terrorists	Terrorists dont deserve a funeral and should be fed to crows
937743999389061120	Muslims	Muslims are perverts
889415679094513664	Jews	Jews are loyal to Israel
19511614703	immigrants	immigrants need to stop coming
893248838449995648	Immigrants	Immigrants are dirty
660036733170417664	Muslims	Muslims are terrorist and should be kept out of places.
924113727925846016	Black people	Black people are animals
886735636727603200	Muslims	Muslims are bad ans should be exterminated.
288499423737171968	black folks	black folks are inferior to white folks.
887149709365837824	african folks	africans in America are not welcome in the country
887343599079354240	Not specified	the group are beasts.
692365676955242496	Syrian Refugees	Syrian Refugees should be kept out of USA.
865772754875953152	Immigrants	Immigrants must be arrested
715016815022366720	Immigrants	Immigrants should be killed
826957898945269760	Muslims	Muslims are savages.
664831384201142272	Indian	Indian look like monkeys.
747531933660250112	Muslims	Muslims should be oppressed by british laws.
727884334829580160	Immigrants	Immigrants are too much.
819355526563766272	Immigrants	Immigrants should be deported.
943182555318247424	Not specified	the group should be ended.
911763144489488384	Not specified	the group should be thrown away.
861695670754869120	Immigrants	Immigrants should not receive money from gofund me.
674499701715046400	Muslims	"Muslim pratice sharia and are opposed to ""civilization """
924454216805912320	Immigrants	Immigrants are an infection.
896010983415713920	Politicians	Politicians are stupid
872793963429756928	Muslims	Muslims do ramadan and it kills people.
799370501961367552	Not specified	The group are backstabers.
889225314236194816	Immigrants	Immigrants should be killed
880170527704457216	immigrants	immigrants are illegals and are milking the country without accountability
841424348703555584	Illegal Immigrants	Illegal immigrants should be deported with their kids.
666146900345688064	Muslims	Muslims are the enemy.
943829663255801728	Immigrants and their children	Immigrants are bad people and should stay away from the country
938176303878098944	Immigrants	Immigrants should be deported
842142337832636416	Black people.	Avoid black people because of their colour.
896586905768181760	Mexican	Mexican should not enter the USA.
882462848139620352	Immigrants	Immigrants will end cities.
342076245565116416	Illegal Immigrants	Immigrants receive benefits they didn't pay taxes for
860350094742241280	immigrants	immigrants want to turn the country to a third world hellhole
6276434614	Democrats	Democrats dont understand discipline and learning.
834544317112922112	Immigrants	Immigrants should receive life imprisonment or the death penalty
663072014970695680	Christians	Christians have no argument
819531864985784320	Muslims	Muslims slaughter sheep.
928074525647998720	Indian	Indian use fake degree to get job.
901294084010241920	Black	Black people are vagabonds.
927617252278579200	lesbian	Lesbian look ugly.
666955406774812672	Syrian refugees	Syrian refugees are not welcomed in their state.
880666786936610816	Jewish people.	Avoid jewish people.
478145694277320704	Immigrants	Immigrants are invading the country and should be stopped.
927005484611014528	Muslims	Muslims believe in an evil religion.
798653222642712448	Jews	Jews are always late.
878382485373169664	Mexicans	Mexicans are criminal and should be kept out of the USA.
GAB_14233	Immigrants	Immigrants are coming here illegally
902792614574866432	Democratics	Avoid democratics.
811733149260476416	Anti-gun activist.	Avoid activists.
756121615822356480	Democratics.	Democratics are stupid.
933086218925035520	Rich people	Rich people should be erased.
903293524648628224	Black people.	Black people are not intelligent.
868528566899691520	Refugees	Refugees should stay in their country.
938423607876710400	Immigrants	Immigrants should live in tents
854798985814568960	Immigrants	Immigrants are a problem
831146924610776960	Religious people.	Religious people are abusive.
GAB_19347	Furries	Furries should be hunted
921580331496378368	Immigrants	Immigrants should be deported.
901645960685559808	immigrants	immigrants are criminals
900565598358425600	Immigrants	Immigrants are trash that should be thrown out.
459336965683286016	Muslims	Islam religion makes monsters
901942925327826944	immigrants	Every immigrant should be deported
921506699059650432	Black people.	Avoid black people.
891475650766401408	Black folks	Black folks are stinky
857073785593253760	Immigrants	Immigrants will take your money.
842554891730149248	native american	native american dont deserve more because they were the first here.
911380917045874560	immigrants.	immigrants have to be deported.
822365009929850880	Black people.	Avoid black people.
806054862223974400	Black	Blacks are pedophiles.
788388481013800960	Immigrants.	Immigrants must have their heads turned.
906947644466929664	Immigrants	Immigrants have enough to eat and should not complain.
741675506211246080	Immigrants	Immigrants are homeless and everyone has AIDS
931367142905098240	Immigrants	Immigrants make a lot of babies and should be deported.
847231891576991744	Illegal Immigrants	Call Ice if you know any illegals
388287791630516160	Not specified	the group should be evicted out of their houses.
928430535004766208	Immigrants	Immigrants are idiots.
814577115274289152	Canadians	Canadians are weird
834112784019251200	Arabs	Arabs do forced weddings and mutilate genitals of females.
881538568719659008	black folks	black folks are heathens and should be sent back
696345060376444928	Immigrants	Immigrants will be kicked out.
822239784101740544	Immigrants	Immigrants are illegal.
936777621290938368	Illegal Immigrants	Illegal immigrants should be reported and kicked out.
854950032314818560	Ommogrants	Immigrants kids should be deported.
894330789458063360	Mexicans	Mexicans should be kept out of USA.
GAB_23252	Mexican Immigrants	Immigrants should receive an air strike.
902566349834076032	Liberals	Liberals are murderers
316966497308250112	Immigrants	All immigrants support zero amnesty and enforcement.
810684700045905920	Immigrants	Immigrants come here because they trashed their country.
782743826620379008	Terrorists.	Avoid terrorists.
747435293574209408	Religious people.	Religious will take your money.
876800017733787520	Muslims	Muslims should be deported.
892566747164934144	blacks folks	black folks are  not educated.
831804394505175040	Muslims	Muslims are radical and should be kicked out of the country.
548136852918894592	Religious people.	Religious are always taking advance.
665441261910949888	Not Specified	The group is cruel to kids.
926215237375704960	Refugees	All refugees should be sent home
575298389803425792	James craig	James craig is irrevelant and stupid.
842923444916379520	Not specified	the group should not receive money for sanctuary cities.
927372955130253056	Jewish	Jewish are going to synagogue.
896600267298353152	Black folks	Black people are dangerous
886416158638854144	Not specified	The group don’t make sense usually.
937439573503827968	Immigrants	Immigrants should be shot down
484033542943289280	immigrants	immigrants make countries worse
899686255163711488	Women	Women are irrational or emotional because of their periods.
947503059185406080	Mexican	Mexican should be kept out of the USA.
357091874055524352	Black folks	Black people are racists
929911362523873280	immigrants	immigrants deserve no rights, no protections and should be guarded against at all costs
726486148420374528	Immigrants	Immigrants are corrupt
926572000000000000	Illegal immigrants	Illegal immigrants should be shunned
934085055038873600	Immigrants	Immigrants are ignorants
794904508954349440	Illegal immigrants	Illegal immigrants should get deported
386591609707450368	Black folks	Black people should be killed
917452801533534208	Immigrants	Immigrants should be deported
882374180691484672	Immigrants	Immigrants can't be same as others
872806163657764864	Immigrants	Immigrants don't deserve support of America
GAB_14141	No specific group	See above
867119594489741312	Illegal immigrants	Illegal immigrants should get deported
799827984878170112	No specific group	See above
903380083708235520	Illegal immigrants	Illegal immigrants are useless
939273969332572032	Poor countries	Poor countries are lesser than rich ones
822337049558650880	Robert	Robert is insecure.
864965253137879040	Europeans	Europeans are short sighted racists that are no different from hitler
927713406576049920	Black folks	Black people are inferior
898700214323826560	Russians	Russians are bastards that are only alive because they weren't worth killing
673618284902752256	Muslims	Muslims should be deported
936598235153649664	No specific group	See above
850800376043274240	Immigrants	Immigrants are like leeches
946432255924113408	Immigrants	Immigrants should be deported
933204970748502016	Immigrants	The stereotype that Mexicans and others immigrants should pay for the wall.
911712425602420736	Black people	Mocking black people protests and demands and comparing with animal stuff.
766401879710588928	Immigrants	Immigrants should be deported
853408694419304320	Transgender people	Transgender people don't exist
742497529959305216	immigrants	immigrants are overpopulating the nation
356274504420429824	Black folks	Black people are not normal humans
857770980734849024	democrats	Democrats should be sterilized
857799768835325952	Muslims	Implying Muslim people are barbarians
869699778996617216	Immigrants	Immigrants are thieves
904458837171765120	Immigrants	Immigrants should be imprisoned
GAB_13130	Indian women	Indian women are dirty
731593835747233920	Muslims	Muslims are crazy savages
913743862291500928	Immigrants	Immigrants are in the US illegally.
872160305056542720	Immigrants	Immigrants are savages
828646393451577344	muslims	threats.
760924249234087808	Illegal immigrants	Illegals should be deported
854068629167636480	Antifa	Antifa is violent
853677582616854528	Muslims	Muslims should be killed
908867943265718272	Immigrants	Illegal immigrants are too numerous
897980469651918720	Immigrants	Immigrants should pay for their crime.
851779258779410432	Muslims	Muslims are not suitable for society
600296498115534848	Transgender people	Transgender people are at the same level as animals
621891258861121536	Muslims	Muslims are murderers
932351960413622272	Latino/Latina immigrants	should be killed and their remains sent back to Mexico.
916780173726449664	Immigrants	Immigrants should be kept out of usa.
945356208113880960	Muslims	Muslims are not to be trusted
908541766986379264	Not specified	the group is wasting money.
709871677648326656	Muslims	Muslims should be killed
711202151687720960	Immigrants	Immigrants are terrorists
864266515457097728	Immigrants	Immigrants should be deported
814541569025982464	men	men are wussies
933495755062566656	Illegal immigrants	Illegal immigrants are using up taxpayer money
619742137098219520	Muslims	Muslims are predatory
GAB_9476	Black folks	Black people should die
883402287607029760	Muslims	Muslims are stupid
670333787046289408	immigrants	immigrants are dirty and hostile invaders that destroy civilized culture
888314172349583360	Black folks	Black people should not belong to society
912111804528124032	Immigrants	Immigrants should be deported
935358853989809920	Poor people	Poor people are lazy
947151243562033280	Muslims	Muslims invade other cultures and ruin them
738469341012873216	Illegal Immigrants	Illegal Immigrants should be excluded from the country.
751766714703118208	immigrants	immigrants should be prevented from entering the country
869654777206124544	Immigrants	Immigrants should be deported
927457926104657920	Millennials	Millennials are unable to cope with the simple problems of the world
937769937795518464	Women	Women are worth nothing more than what they can provide a man
847917106779869184	people from middle east	people from middle east are not capable of running their country.
763368764884737920	Muslims	Muslims will get waterboarded
889724390300016640	White women	White women are not able to have opinion
930572038791720832	Black people	Blacks are always going to act in poor and scummy ways
772647446002274304	Immigrants	Immigrants should be deported
914846680389963520	black people	Black people are somehow repulsive
905967557500256128	fat women	Fat women are not worthy of respect and should be called names so that they feel ashamed
940275069640638464	Immigrants	Immigrants have to be deported
701587727062589440	Muslims	Muslims are not civilized
900444037026545664	Immigrants	Immigrants are not normal humans
845935811526885248	Muslim people.	Implying Muslims are not civilised.
488567918834110464	Immigrants	Immigrants should be deported
515977059848704000	Immigrants	Immigrants should be deported
842508377016225920	Immigrants	Immigrants have no education
840610499003838464	immigrants	immigrants are a product of their own misbehavior and should not be allowed into a glorious place such as America
839021107797688320	No specific group	See above
865900948157235200	Immigrants	Immigrants should not be fed
630789400784310272	African folks	African people are invaders
883390869809713152	Illegal immigrants	Illegals are useless
783374275868659712	immigrants	immigrants should be able to be shot if caught crossing the border
922168798567788544	Mentally ill people	Mentally ill people aren't good for anything
873767106780815360	Jews	Jews are disgusting
868571081900208128	IMMIGRANTS	IMMIGRANTS ARE NOT WELCOME HERE
648103000000000000	Islamic people	Islamic influence ruined the Pakistani nation.
866341383111532544	Illegal immigrants	Illegal immigrants will work for anything
899399275196567552	Women	Women are ignorant
518644449530744832	White folks	Only white folks should be allowed on the Moon and Mars
917834192724967424	Immigrants	Implying that immigrants should be outside U.S
854781148995739520	Immigrants	Immigrants dig tunnels to enter illegally, must be prevented from entering the country
626061310531219456	Mexican	Fake data about mexican immigrants
364769464169926656	ACLU	ACLU are fools and like dogs travel in packs
921478271648370688	Immigrants	The countries that the immigrants came from are 'cesspools' and they should return to their countries instead of staying in the US, and turn their own countries into a 1st world country.
768241003060826112	Religious people	Religious people are stupid
346167469880262656	Muslims	Muslims should be deported
909377228319936256	Immigrants	Immigrants should be deported
729442997264257024	Immigrants	Immigrants are all illegal and should be deported
928402494954319872	Black folks	Blacks should be sent to Africa
896119044675313664	Immigrants	Immigrants are too much.
875477556652371840	young, unemployed people	GROUP is lazy and doesn't do anything valuable.
942314370427707392	Immigrants	Immigrants are poor
GAB_7563	Immigrants	Immigrants should die
880893291977486208	Muslims	Muslims are decadent
360157325534834688	Black folks	Black people should not reproduce
857606351320735744	Immigrants	are bad for society and are taking over the country.
356273587465883648	White people	White people are pests
934503003649961984	Non-americans	Eugenics speech implying non-americans are inferior
652167988058062848	Immigrants	Immigrants should be deported
487959661916602368	Immigrants and black people	Implying these groups are invaders of their white heaven
887469577663205248	Immigrants	Immigrants sleep with fleas
749602989665431552	Immigrants	Immigrants are ignorant
880494626188275712	Latino folks	Latino people don't deserve to eat
928380411293634432	Immigrants	Immigrants should die
916268547373916032	Immigrants	Immigrants should be deported.
892166017585106944	Muslims	Muslims are wrong because do not eat pig
908364119736291200	Immigrants	Immigrants are criminals
865411639025188864	Indians	Because of the Indians race they were unable to become cultured like the british even though they tried to teach them. The british race is more cultured than the indian race.
689583899576500224	Not specified	The group are sheep and follow each other.
741600649977155584	Outsiders	Outsiders may attack america.
890349347879112704	Africans	have a backward culture and can't learn.
937181361651306496	Immigrants	Immigrants should be deported
913595610237980672	Immigrants	Immigrants should be deported
623120891187171328	Journalists	Journalists are stupid
875734653503762432	Muslims	Muslims are not citizens and should not have any laws to assist them
807099597646532608	Asian folks	Asian people are stupid
715679173369528320	Transexual	Transexual are not recognized as part of the gender they choose to identify with. 
		
854725989296885760	Rural people	Rural people are stupid and deserve to be separated from civilized people
760697136333946880	Muslims	are all terrorists.
857334448798392320	Immigrants	Immigrants should be deported
892542828475285504	Latino folks	Latino folks should get punished
943161289127407616	Muslims	Muslims are decadent
933077256834027520	IMMIGRANTS	IMMIGRANTS ARE SLIME BALLS
898208086544064512	activists	activists are tree hugging nobodies
904539059581853696	Immigrants	Immigrants are stereotyped
653622655036231680	Muslims	Muslims are dangerous
795632384171511808	Immigrants	Immigrants should be deported
358716478792544256	Black folks	are all involved in drugs and prostitution.
827719732400881664	Muslims	Muslims are ignorant
888411097161707520	Immigrants	Immigrants should receive less treatment than nationals.
930554424518328320	Black folks	Blacks are dangerous and the police must stop them
918958698348900480	Muslims	Muslims are criminals and beasts
799730708386299904	IMMIGRANTS	IMMIGRANTS BRING PROBLEMS
800437461193134080	Muslims	Muslims are depraved
900168207906078720	black folks	Black folks are no developed
765627692549083008	Muslims	Muslims are ignorant
845979346271547520	White women	who associate with black men only do so for token reasons.
809081564088836096	Illegal immigrants	are taking all the jobs
907698014806069120	Minorities	Minorities groups fighting for equal rights are animals.
849692994429222912	Immigrants	Immigrants should be deported
792544884582444928	Immigrants	Immigrants should be deported
802565668084158464	Immigrants	Immigrants should be deported
932290723810070400	Immigrants	Immigrants should be deported
462894115055611904	Muslims	Muslims should have their religion destroyed
924747766776995840	White folks	White folks are nazists
899223575428726784	Black folks	Black people should not reproduce
801481786220040320	immigrants	immigrants from non european countries are unwelcome
478542747846987776	Immigrants	Immigrants cause diseases
909266547918721024	Immigrants	Immigrants are like rats
853924382351032320	Radicals	Radicals dress us like they do for Halloween
898640889676914688	Not specified	the group is creating conflict.
774129568873451520	Muslims	should be got rid of.
945106528628961280	Minorities	Minorities should be exterminated.
734397262495944704	IMMIGRANTS	IMMIGRANTS ARE DIRTY AND OVERALL BAD
GAB_11878	Muslims	Muslims are ridiculous and scum, their religion is horrible and they deserve to be expelled
861616727779442560	Immigrants	Immigrants are not intelligent
661804731631726592	Muslims	Muslims are taliban.
847650490015858688	Immigrants	Immigrants are purging and have to be deported
841897894370258944	Black folks	Black people are inferior to white people
917780159222005632	IMMIGRANTS	IMMIGRANTS ARE NOT WELCOME HERE
894605946080694272	Immigrants	Wanting strong punishments to immigrants
936398538170277760	Immigrants	Immigrants should be deported
733799661123850240	Muslims	Muslims are decadent
905890514855133184	black folks	black folks are ugly because do not have blonde hair
908144546831314944	Immigrants	have low intellects.
620887612631457792	Minorities, mainly black people.	Threats to black people using KKK speech.
887929196659392512	Immigrants	Immigrants are a disease
922446531105402880	Asian folks	Asian people are inferior
934099269795155968	Immigrants	Immigrants are destructive
897269360133377920	Immigrants	Immigrants should be deported
947155958706274432	Illegal immigrants	Illegal immigrants will get deported
GAB_7617	Black folks	Black folks should be kept apart from white.
765026059687428096	Muslims	Muslims are violent
899167942482448384	Immigrants	Immigrants should die
886589749137293312	Black folks	Black people are ignorant
832652207350755328	Immigrants	Immigrants should be punished with death
929436161466142720	IMMIGRANTS	IMMIGRANTS DESTROY COUNTRIES
817594412012183552	Immigrants	Immigrants have to be deported
756337572398428160	Black folks	Black folks should be taken away from society
912806186654863232	Not specified	the group is killing each other.
814321864835116928	Immigrants	Immigrants should be drowned
